nboletahogar,nlinea,parentesco,sexo,edad,embarazada_lactante,sabe_leer,asistido_escuela_vez,estudiando_actual,grado_estudio,grado_estudio_an,ocupacion
GHCUES0348,1,1-Jefe del hogar,1-Hombre,76,,01-Si,01-Si,02-No,1-Primaria,4,23- Enfermo
GHCUES0348,2,2-Esposa/esposo,2-Mujer,71,4-No aplica,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES0349,1,1-Jefe del hogar,1-Hombre,71,,01-Si,01-Si,02-No,2-Secundaria,4,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0349,2,2-Esposa/esposo,2-Mujer,69,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,5,19- Obrero especializado independiente
GHCUES0349,3,3-Hijo,1-Hombre,29,,01-Si,01-Si,02-No,3-Superior/universitaria,1,19- Obrero especializado independiente
GHCUES0360,1,1-Jefe del hogar,1-Hombre,68,,01-Si,01-Si,02-No,2-Secundaria,5,23- Enfermo
GHCUES0360,2,2-Esposa/esposo,2-Mujer,64,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0360,3,3-Hijo,1-Hombre,41,,01-Si,01-Si,02-No,2-Secundaria,5,14- Comerciante ambulante
GHCUES0361,1,1-Jefe del hogar,1-Hombre,23,,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0361,2,2-Esposa/esposo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES0361,3,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES0362,1,1-Jefe del hogar,1-Hombre,42,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0362,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,13- Comerciante de la producción manufacturera casera familiar
GHCUES0362,3,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES0362,4,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0362,5,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0362,6,4-Yerno/nuera,1-Hombre,20,,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0362,7,5-Nieto,2-Mujer,2,4-No aplica,,,,,,
GHCUES0362,8,5-Nieto,2-Mujer,2,4-No aplica,,,,,,
GHCUES0363,1,1-Jefe del hogar,1-Hombre,26,,01-Si,01-Si,02-No,1-Primaria,2,18- Obrero especializado de fábrica
GHCUES0363,2,2-Esposa/esposo,2-Mujer,47,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES0363,3,10-Hijo adoptado de crianza,1-Hombre,17,,01-Si,01-Si,02-No,2-Secundaria,1,07 - Escolar / estudiante
GHCUES0363,4,10-Hijo adoptado de crianza,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0364,1,1-Jefe del hogar,1-Hombre,35,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0364,2,2-Esposa/esposo,2-Mujer,39,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0364,3,10-Hijo adoptado de crianza,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES0365,1,1-Jefe del hogar,1-Hombre,66,,01-Si,01-Si,02-No,1-Primaria,6,24- Jubilado
GHCUES0365,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0365,3,5-Nieto,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES0365,4,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0366,1,1-Jefe del hogar,1-Hombre,52,,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0366,2,2-Esposa/esposo,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0366,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES0366,4,3-Hijo,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0366,5,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0367,1,1-Jefe del hogar,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0367,2,2-Esposa/esposo,1-Hombre,57,,01-Si,01-Si,02-No,1-Primaria,6,19- Obrero especializado independiente
GHCUES0367,3,3-Hijo,1-Hombre,24,,01-Si,01-Si,02-No,2-Secundaria,5,08 - Jornalero no agrícola
GHCUES0367,4,3-Hijo,2-Mujer,22,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0367,5,3-Hijo,1-Hombre,20,,01-Si,01-Si,01-Si,2-Secundaria,5,08 - Jornalero no agrícola
GHCUES0367,6,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,06 - Ama de casa
GHCUES0367,7,3-Hijo,2-Mujer,11,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0368,1,1-Jefe del hogar,2-Mujer,53,4-No aplica,02-No,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0368,2,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,02-No,0-Ninguno,0,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0368,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,
GHCUES0368,4,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES0368,5,3-Hijo,2-Mujer,27,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,18- Obrero especializado de fábrica
GHCUES0368,6,5-Nieto,1-Hombre,10,,02-No,01-Si,02-No,1-Primaria,2,
GHCUES0368,7,5-Nieto,1-Hombre,5,,,,,,,
GHCUES0368,8,5-Nieto,2-Mujer,1,4-No aplica,,,,,,
GHCUES0368,9,8-Hermano/a,1-Hombre,44,,02-No,01-Si,02-No,0-Ninguno,0,08 - Jornalero no agrícola
GHCUES0370,1,1-Jefe del hogar,1-Hombre,42,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0370,2,2-Esposa/esposo,2-Mujer,46,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0370,3,10-Hijo adoptado de crianza,1-Hombre,22,,01-Si,01-Si,02-No,2-Secundaria,3,00-Ninguna
GHCUES0371,1,1-Jefe del hogar,1-Hombre,52,,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0371,2,2-Esposa/esposo,2-Mujer,51,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0371,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,01-Si,3-Superior/universitaria,4,21- Empleado especializado público o privado
GHCUES0371,4,3-Hijo,2-Mujer,29,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES0371,5,5-Nieto,1-Hombre,5,,,,,,,
GHCUES0371,6,6-Padre/madre,2-Mujer,84,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,5,24- Jubilado
GHCUES0372,1,1-Jefe del hogar,1-Hombre,36,,01-Si,01-Si,02-No,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0372,2,2-Esposa/esposo,2-Mujer,32,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,13- Comerciante de la producción manufacturera casera familiar
GHCUES0372,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0372,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES0374,1,1-Jefe del hogar,1-Hombre,26,,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0374,2,2-Esposa/esposo,2-Mujer,36,2-Lactante,01-Si,01-Si,02-No,3-Superior/universitaria,5,21- Empleado especializado público o privado
GHCUES0374,3,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0374,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES0374,5,6-Padre/madre,2-Mujer,60,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,5,21- Empleado especializado público o privado
GHCUES0375,1,1-Jefe del hogar,1-Hombre,70,,02-No,02-No,,,,23- Enfermo
GHCUES0377,1,1-Jefe del hogar,2-Mujer,90,4-No aplica,02-No,02-No,,,,00-Ninguna
GHCUES0377,2,3-Hijo,1-Hombre,50,,01-Si,01-Si,02-No,3-Superior/universitaria,4,14- Comerciante ambulante
GHCUES0379,1,1-Jefe del hogar,1-Hombre,38,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0379,2,2-Esposa/esposo,2-Mujer,37,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0379,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0379,4,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0379,5,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES0382,1,1-Jefe del hogar,1-Hombre,41,,01-Si,01-Si,02-No,2-Secundaria,1,08 - Jornalero no agrícola
GHCUES0382,2,2-Esposa/esposo,2-Mujer,41,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES0382,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0382,4,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES0382,5,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0383,1,1-Jefe del hogar,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0383,2,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,07 - Escolar / estudiante
GHCUES0383,3,6-Padre/madre,2-Mujer,64,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES0384,1,1-Jefe del hogar,1-Hombre,43,,01-Si,01-Si,01-Si,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0384,2,2-Esposa/esposo,2-Mujer,38,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0384,3,3-Hijo,1-Hombre,19,,01-Si,01-Si,01-Si,3-Superior/universitaria,1,07 - Escolar / estudiante
GHCUES0384,4,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES0385,1,1-Jefe del hogar,1-Hombre,69,,01-Si,01-Si,02-No,3-Superior/universitaria,6,22- Profesional
GHCUES0385,2,2-Esposa/esposo,2-Mujer,63,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,6,15- Comerciante fijo en la comunidad
GHCUES0385,3,3-Hijo,2-Mujer,41,3-No embarazada ni lactante,02-No,02-No,,,,96-Otros
GHCUES0385,4,3-Hijo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,6,22- Profesional
GHCUES0385,5,3-Hijo,1-Hombre,37,,01-Si,01-Si,02-No,3-Superior/universitaria,6,22- Profesional
GHCUES0385,6,4-Yerno/nuera,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0385,7,5-Nieto,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0385,8,5-Nieto,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0390,1,1-Jefe del hogar,1-Hombre,56,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0390,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0390,3,3-Hijo,1-Hombre,26,,01-Si,01-Si,02-No,2-Secundaria,6,18- Obrero especializado de fábrica
GHCUES0390,4,3-Hijo,2-Mujer,21,3-No embarazada ni lactante,01-Si,01-Si,01-Si,3-Superior/universitaria,1,07 - Escolar / estudiante
GHCUES0391,1,1-Jefe del hogar,1-Hombre,35,,01-Si,01-Si,02-No,1-Primaria,2,08 - Jornalero no agrícola
GHCUES0391,2,2-Esposa/esposo,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0391,3,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,07 - Escolar / estudiante
GHCUES0391,4,3-Hijo,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0391,5,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0392,1,1-Jefe del hogar,1-Hombre,37,,01-Si,01-Si,02-No,1-Primaria,2,15- Comerciante fijo en la comunidad
GHCUES0392,2,2-Esposa/esposo,2-Mujer,37,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0392,3,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,07 - Escolar / estudiante
GHCUES0392,4,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0392,5,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0392,6,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0392,7,3-Hijo,1-Hombre,4,,,,,,,
GHCUES0392,8,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES0392,9,3-Hijo,1-Hombre,1,,,,,,,
GHCUES0395,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0395,2,2-Esposa/esposo,2-Mujer,26,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,1,06 - Ama de casa
GHCUES0395,3,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES0395,4,3-Hijo,1-Hombre,0,,,,,,,
GHCUES0396,1,1-Jefe del hogar,1-Hombre,57,,02-No,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES0396,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0396,3,5-Nieto,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0396,4,5-Nieto,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0396,5,3-Hijo,1-Hombre,29,,01-Si,01-Si,02-No,2-Secundaria,5,15- Comerciante fijo en la comunidad
GHCUES0396,6,4-Yerno/nuera,1-Hombre,36,,01-Si,01-Si,02-No,2-Secundaria,3,20- Empleado de fuerzas de seguridad
GHCUES0396,7,3-Hijo,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0396,8,5-Nieto,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0396,9,4-Yerno/nuera,2-Mujer,41,3-No embarazada ni lactante,02-No,02-No,,,,18- Obrero especializado de fábrica
GHCUES0397,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,1-Primaria,5,00-Ninguna
GHCUES0397,2,2-Esposa/esposo,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0397,3,3-Hijo,1-Hombre,26,,01-Si,01-Si,02-No,2-Secundaria,6,19- Obrero especializado independiente
GHCUES0397,4,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0397,5,3-Hijo,2-Mujer,23,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0397,6,5-Nieto,2-Mujer,1,4-No aplica,,,,,,
GHCUES0398,1,1-Jefe del hogar,1-Hombre,63,,01-Si,01-Si,02-No,1-Primaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0398,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0399,1,1-Jefe del hogar,1-Hombre,33,,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0399,2,2-Esposa/esposo,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES0399,3,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0399,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES0400,1,1-Jefe del hogar,2-Mujer,72,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0400,2,5-Nieto,1-Hombre,17,,01-Si,01-Si,02-No,2-Secundaria,2,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0400,3,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0400,4,5-Nieto,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0400,5,4-Yerno/nuera,1-Hombre,22,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0400,6,5-Nieto,2-Mujer,19,1-Embarazada,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0401,1,1-Jefe del hogar,1-Hombre,55,,01-Si,01-Si,02-No,2-Secundaria,1,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0401,2,2-Esposa/esposo,2-Mujer,51,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0401,3,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0401,4,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0401,5,5-Nieto,2-Mujer,5,4-No aplica,,,,,,
GHCUES0402,1,1-Jefe del hogar,1-Hombre,60,,01-Si,02-No,,,,96-Otros
GHCUES0402,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0402,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES0403,1,1-Jefe del hogar,1-Hombre,29,,01-Si,01-Si,02-No,1-Primaria,3,08 - Jornalero no agrícola
GHCUES0403,2,2-Esposa/esposo,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES0403,3,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0403,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES0404,1,1-Jefe del hogar,1-Hombre,61,,01-Si,01-Si,02-No,1-Primaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0404,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0404,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,07 - Escolar / estudiante
GHCUES0404,4,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0404,5,4-Yerno/nuera,2-Mujer,29,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0404,6,5-Nieto,2-Mujer,11,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0404,7,5-Nieto,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0404,8,5-Nieto,2-Mujer,3,4-No aplica,,,,,,
GHCUES0404,9,5-Nieto,2-Mujer,11,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0405,1,1-Jefe del hogar,1-Hombre,38,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0405,2,2-Esposa/esposo,2-Mujer,35,3-No embarazada ni lactante,01-Si,02-No,,,,06 - Ama de casa
GHCUES0405,3,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES0405,4,3-Hijo,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0405,5,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0406,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0406,2,2-Esposa/esposo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0406,3,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES0407,1,1-Jefe del hogar,2-Mujer,46,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,09- Trabajador en oficios domésticos
GHCUES0407,2,12-No hay parentesco,2-Mujer,1,4-No aplica,,,,,,
GHCUES0409,1,1-Jefe del hogar,1-Hombre,36,,01-Si,01-Si,02-No,2-Secundaria,6,15- Comerciante fijo en la comunidad
GHCUES0409,2,2-Esposa/esposo,2-Mujer,25,3-No embarazada ni lactante,01-Si,01-Si,01-Si,3-Superior/universitaria,2,21- Empleado especializado público o privado
GHCUES0409,3,6-Padre/madre,2-Mujer,60,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0409,4,8-Hermano/a,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,5,21- Empleado especializado público o privado
GHCUES0410,1,1-Jefe del hogar,1-Hombre,65,,01-Si,01-Si,02-No,1-Primaria,3,19- Obrero especializado independiente
GHCUES0410,2,2-Esposa/esposo,2-Mujer,67,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0411,1,1-Jefe del hogar,1-Hombre,51,,01-Si,01-Si,02-No,2-Secundaria,5,15- Comerciante fijo en la comunidad
GHCUES0411,2,2-Esposa/esposo,2-Mujer,48,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0411,3,3-Hijo,2-Mujer,28,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,2,15- Comerciante fijo en la comunidad
GHCUES0411,4,4-Yerno/nuera,1-Hombre,35,,01-Si,01-Si,02-No,3-Superior/universitaria,1,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0411,5,5-Nieto,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0411,6,5-Nieto,2-Mujer,3,4-No aplica,,,,,,
GHCUES0411,7,5-Nieto,2-Mujer,1,4-No aplica,,,,,,
GHCUES0412,1,1-Jefe del hogar,2-Mujer,32,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,6,14- Comerciante ambulante
GHCUES0412,2,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES0413,1,1-Jefe del hogar,1-Hombre,53,,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0413,2,6-Padre/madre,2-Mujer,82,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,24- Jubilado
GHCUES0413,3,8-Hermano/a,2-Mujer,52,4-No aplica,01-Si,01-Si,01-Si,3-Superior/universitaria,5,22- Profesional
GHCUES0413,4,9-Otro familiar,1-Hombre,27,,01-Si,01-Si,02-No,3-Superior/universitaria,5,15- Comerciante fijo en la comunidad
GHCUES0414,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0414,2,2-Esposa/esposo,2-Mujer,27,2-Lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES0414,3,3-Hijo,1-Hombre,5,,,,,,,
GHCUES0414,4,3-Hijo,2-Mujer,0,4-No aplica,,,,,,
GHCUES0415,1,1-Jefe del hogar,1-Hombre,37,,01-Si,01-Si,01-Si,3-Superior/universitaria,1,21- Empleado especializado público o privado
GHCUES0415,2,2-Esposa/esposo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0415,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,07 - Escolar / estudiante
GHCUES0415,4,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0416,1,1-Jefe del hogar,2-Mujer,67,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES0416,2,3-Hijo,2-Mujer,38,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,19- Obrero especializado independiente
GHCUES0416,3,5-Nieto,1-Hombre,13,,01-Si,01-Si,01-Si,2-Secundaria,1,
