nboletahogar,notabletahogar,mujerelegible,ninoelegible,ninoadoleselegible,yodo_mg_kg,obs_yodosal,retinol_mg_kg,obs_retinol_azuc,hierro_mg_kg,conglomerado,gps_altitud,ruralurbano,departamento,nlinea_informante,fecha_entrevista,resultado_entrevista1,resultado_entrevista_otro1,resultado_entrevista2,resultado_entrevista_otro2,resultado_entrevista3,resultado_entrevista_otro3,idioma_entrevista,uso_interprete,idioma_materno,hora_inicial1,hora_inicial2,hora_inicial3,hora_final1,hora_final2,hora_final3,num_miembros_hogar,vivienda_propriedad,vivienda_propriedad_o,vivienda_material_pared,vivienda_material_pared_o,vivienda_material_techo,vivienda_material_techo_o,vivienda_material_piso,vivienda_material_piso_o,vivienda_tipo,vivienda_tipo_o,vivienda_cuartos,vivienda_dormitorios,cocina_tiene,cocina_quien,cocina_donde_dormir,cocina_privada,cocina_combustible,cocina_combustible_o,agua_fuente,agua_fuente_o,agua_fuente_donde,agua_fuente_donde_o,agua_pub_priv,agua_almacena,agua_almacena_lavar,agua_trata,agua_trata_hervir,agua_trata_clorar,agua_trata_filtrar,agua_trata_asolear,agua_trata_otro,agua_trata_otro_esp,serv_san_tipo,serv_san_tipo_o,basura_deshacer,basura_deshacer_o,transporte_bicicleta,transporte_motocicleta,transporte_motoneta,transporte_carro,transporte_pickup,transporte_camion,transporte_bestia,transporte_lancha,bienes_luz,bienes_solar,bienes_television,bienes_refri,bienes_telefonofija,bienes_celular,bienes_lavadora,bienes_secadora,bienes_microondas,bienes_computadora,bienes_radio,bienes_aire_acond,bienes_vent_cedazo,lavado_manos_donde,lavado_manos_agua,lavado_manos_jabonbarra,lavado_manos_detergente,lavado_manos_jabonliq,lavado_manos_nojabon,jabon_hogar,jabon_hogar_barra,jabon_hogar_detergente,jabon_hogar_liq,jabon_hogar_nohay,jabon_hogar_nomostro,idioma_hogar,idioma_hogar_o,migrar_trabajar,migrar_trabajar_donde,migrar_trabajar_donde_o,benef_gob_alim_escolar,benef_gob_beca_escolar,benef_gob_util_escolar,benef_gob_vitacereal,benef_gob_raciones,benef_gob_microcredito,benef_gob_insumos_agri,benef_gob_mibonoseguro,benef_gob_otro,benef_gob_otro_esp,benef_ong_mercycorps,benef_ong_pma,benef_ong_share,benef_ong_fundazucar,benef_ong_savechildren,benef_ong_visionmundial,benef_ong_crs,benef_ong_iglesias,benef_ong_otro,benef_ong_otro_esp,remesas,elcsa_1,elcsa_2,elcsa_3,elcsa_4,elcsa_5,elcsa_6,elcsa_7,elcsa_8,elcsa_10,elcsa_11,elcsa_12,elcsa_13,elcsa_14,elcsa_15,elcsa_16,elcsa_puntaje,elcsa_categorias,elcsa_ninos,sal_gruesa,sal_gruesa_libras,sal_gruesa_frec,sal_gruesa_frec_uni,sal_gruesa_casa,sal_gruesa_mostrada,sal_gruesa_marca,sal_gruesa_marca_esp,sal_gruesa_marca_pais,sal_gruesa_yodo_etiq,sal_mesa,sal_mesa_libras,sal_mesa_frec,sal_mesa_frec_uni,sal_mesa_casa,sal_mesa_mostrada,sal_mesa_marca,sal_mesa_marca_esp,sal_mesa_marca_pais,sal_mesa_yodo_etiq,sal_ganado,sal_ganado_libras,sal_ganado_frec,sal_ganado_frec_uni,sal_ganado_casa,sal_ganado_mostrada,sal_ganado_marca,sal_ganado_marca_esp,sal_ganado_marca_pais,sal_ganado_yodo_etiq,sal_mina,sal_mas_usada,sal_mas_usada_o,sal_muestra_recolecto,sal_muestra_etiq,azuc_morena,azuc_morena_libras,azuc_morena_frec,azuc_morena_frec_uni,azuc_morena_casa,azuc_morena_mostrada,azuc_morena_marca,azuc_morena_marca_esp,azuc_morena_marca_pais,azuc_morena_vita_etiq,azuc_morena_hierro_etiq,azuc_morena_ojo,azuc_morena_fecven,azuc_morena_fecven_esp,azuc_morena_ing_vita,azuc_morena_ing_hierro,azuc_stand,azuc_stand_libras,azuc_stand_frec,azuc_stand_frec_uni,azuc_stand_casa,azuc_stand_mostrada,azuc_stand_marca,azuc_stand_marca_esp,azuc_stand_marca_pais,azuc_stand_vita_etiq,azuc_stand_hierro_etiq,azuc_stand_ojo,azuc_stand_fecven,azuc_stand_fecven_esp,azuc_stand_ing_vita,azuc_stand_ing_hierro,azuc_blanca,azuc_blanca_libras,azuc_blanca_frec,azuc_blanca_frec_uni,azuc_blanca_casa,azuc_blanca_mostrada,azuc_blanca_marca,azuc_blanca_marca_esp,azuc_blanca_marca_pais,azuc_blanca_vita_etiq,azuc_blanca_hierro_etiq,azuc_blanca_ojo,azuc_blanca_fecven,azuc_blanca_fecven_esp,azuc_blanca_ing_vita,azuc_blanca_ing_hierro,azuc_panela,azuc_mas_usada,azuc_mas_usada_o,azuc_muestra_recolecto,azuc_muestra_etiq,pan_dulce,pan_dulce_unidades,pan_dulce_frec,pan_dulce_frec_uni,pan_dulce_casa,pan_dulce_mostrado,pan_dulce_marca,pan_dulce_marca_esp,pan_dulce_marca_pais,pan_dulce_hierro_etiq,pan_desab,pan_desab_unidades,pan_desab_frec,pan_desab_frec_uni,pan_desab_casa,pan_desab_mostrado,pan_desab_marca,pan_desab_marca_esp,pan_desab_marca_pais,pan_desab_hierro_etiq,harina_maiz,harina_maiz_libras,harina_maiz_frec,harina_maiz_frec_uni,harina_maiz_casa,harina_maiz_mostrada,harina_maiz_marca,harina_maiz_marca_esp,harina_maiz_marca_pais,harina_maiz_hierro_etiq
GHCUES1529,5,01-Si,01-Si,01-Si,1.058252675631632,,,,,2201080,207,2-Rural,Retalhuleu,2,21084,01-Completa,,,,,,01-Español,02-No,01-Español,61320,,,62520,,,6,01-Propia y totalmente pagada,,03-Block,,03-Lámina de zinc/metálica,,07-Torta de cemento,,01-Casa formal,,2,1,01-Si,2,02-No,01-Privado,04-Leña,,01-Red pública acueducto,,02-Fuera de la casa en el patio o lote,,01-Público,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,01-Tratan el agua,01-Si,02-No,02-No,02-No,02-No,,01-Inodoro privado conectado a alcantarillado,,02-La queman o entierran,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",No,Yes,Yes,No,,,,,,,01-Español,,02-No,,,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seguridad alimentaria,01-Si,1-Si,1,20,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL1529,2-No,,,,,,,,,,,,,,,,1-Si,1,2,1-Días,01-Si,01-Si,02-Marca nacional,CAÑA REAL,GUATEMALA,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21216,"02-No, lista no dice vitamina A","02-No, lista no dice hierro",2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,12,1,1-Días,02-No,,,,,,01-Si,4,2,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES1530,3,02-No,02-No,02-No,,,7.94120086236828,,1.504719890648246,2201080,212,2-Rural,Retalhuleu,2,21084,01-Completa,,,,,,01-Español,02-No,01-Español,57060,,,57899.99999999999,,,2,04-Cedida/prestada,,05-Madera,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,01-Si,2,02-No,01-Privado,04-Leña,,01-Red pública acueducto,,02-Fuera de la casa en el patio o lote,,01-Público,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,Yes,BONO TERCERA EDAD,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,1,1,1,0,,,,,,,,7,Inseguridad alimentaria grave,02-No,1-Si,3,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,25,1,3-Meses,01-Si,01-Si,02-Marca nacional,CAÑA REAL,,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21153,03-No hay lista,03-No hay lista,2-No,,,,,,,,,,,,,,,,2-No,,,01-Si,GHAZUC1530,01-Si,4,8,1-Días,02-No,,,,,,01-Si,6,8,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES1531,6,02-No,02-No,01-Si,1,< 1.0,11.58227244500521,,5.617615264907433,2217020,353,2-Rural,Retalhuleu,1,21086,01-Completa,,,,,,01-Español,02-No,01-Español,33780,,,35039.99999999999,,,2,04-Cedida/prestada,,03-Block,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,2,1,02-No,1,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,03-No almacena,,01-Tratan el agua,,01-Si,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,,02-No,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,Inseguridad alimentaria leve,01-Si,2-No,,,,,,,,,,1-Si,4,4,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL1531,2-No,,,,,,,,,,,,,,,,1-Si,5,4,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,01-Si,GHAZUC1531,01-Si,8,3,1-Días,02-No,,,,,,02-No,,,,,,,,,,02-No,,,,,,,,,
GHCUES1532,1,01-Si,01-Si,01-Si,,,,,,2217020,395,2-Rural,Retalhuleu,3,21086,01-Completa,,,,,,01-Español,02-No,01-Español,42840,,,43860,,,16,01-Propia y totalmente pagada,,07-Lepa/palo/caña,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,2,2,01-Si,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,01-Recipiente sin tapar,00-No lo ha lavado nunca,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,Yes,No,No,,,,,,,01-Español,,01-Si,04-A la capital,,Yes,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,DINERO DE BECAS DE ESTUDIO,02-No,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,Inseguridad alimentaria leve,01-Si,1-Si,4,1,2-Semanas,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,1-Si,5,1,3-Meses,02-No,,,,,,,,,,,,1-Si,10,15,1-Días,01-Si,01-Si,02-Marca nacional,CAÑA REAL,,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21258,03-No hay lista,03-No hay lista,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,01-Si,,01-Si,10,1,1-Días,02-No,,,,,,01-Si,10,1,1-Días,02-No,,,,,,01-Si,2,1,3-Meses,02-No,,,,,
GHCUES1533,6,01-Si,02-No,01-Si,,,,,,2217020,369,2-Rural,Retalhuleu,2,21086,01-Completa,,,,,,01-Español,02-No,01-Español,38100.00000000001,,,39720,,,4,04-Cedida/prestada,,05-Madera,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,02-No,2,02-No,01-Privado,04-Leña,,07-Agua de lluvia almacenada,,,,,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"01-Sí, observado",02-No observado,No,No,No,Yes,01-Si,01-Si,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,8,Inseguridad alimentaria moderada,01-Si,1-Si,1,15,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,2,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,3,3,1-Días,02-No,,,,,,01-Si,5,3,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES1534,6,01-Si,02-No,02-No,,,,,,2217020,381,2-Rural,Retalhuleu,1,21086,01-Completa,,,,,,01-Español,02-No,01-Español,44880.00000000001,,,46380,,,5,01-Propia y totalmente pagada,,03-Block,,03-Lámina de zinc/metálica,,07-Torta de cemento,,01-Casa formal,,1,1,02-No,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,01-Diario,01-Tratan el agua,,01-Si,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,"01-Sí, observado","01-Si, observado",No,No,No,Yes,01-Si,,,,,01-Si,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,0,1,1,0,,,,,,,,6,Inseguridad alimentaria moderada,02-No,1-Si,1,8,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,1-Si,3,3,1-Días,02-No,,,,,,,,,,,,1-Si,1,1,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,02-Azúcar morena,,02-No,,01-Si,5,3,1-Días,02-No,,,,,,01-Si,5,3,1-Días,02-No,,,,,,01-Si,2,15,1-Días,02-No,,,,,
GHCUES1535,3,02-No,02-No,01-Si,,,,,,2217020,374,2-Rural,Retalhuleu,2,21086,01-Completa,,,,,,01-Español,02-No,01-Español,34380,,,35100,,,5,01-Propia y totalmente pagada,,05-Madera,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,01-Si,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,04-Excusado lavable,,"01-La botan al patio, quebrada, río, lote",,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,01-Si,02-En el mismo departamento,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,8,Inseguridad alimentaria moderada,01-Si,1-Si,1,8,1-Días,02-No,,,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,2,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,02-No,,01-Si,4,15,1-Días,02-No,,,,,,01-Si,10,15,1-Días,02-No,,,,,,01-Si,2,3,1-Días,02-No,,,,,
GHCUES1536,3,01-Si,01-Si,01-Si,,,,,,2217020,376,2-Rural,Retalhuleu,1,21086,01-Completa,,,,,,01-Español,02-No,01-Español,38760,,,39960,,,7,01-Propia y totalmente pagada,,05-Madera,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,2,2,01-Si,1,02-No,01-Privado,04-Leña,,06-Río/manantial,,,,,02-Recipiente tapado,01-Diario,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,6,Inseguridad alimentaria moderada,01-Si,1-Si,5,4,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,3,15,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,02-No,,01-Si,4,1,2-Semanas,02-No,,,,,,01-Si,2,1,2-Semanas,02-No,,,,,,02-No,,,,,,,,,
GHCUES1537,3,01-Si,02-No,01-Si,,,,,,2217020,356,2-Rural,Retalhuleu,2,21086,03-Ausente (nadie en casa por mucho tiempo),,03-Ausente (nadie en casa por mucho tiempo),,01-Completa,,01-Español,02-No,01-Español,46080,57899.99999999999,48120,46200,58200.00000000001,48720,3,01-Propia y totalmente pagada,,03-Block,,03-Lámina de zinc/metálica,,07-Torta de cemento,,01-Casa formal,,1,1,02-No,0,02-No,01-Privado,01-Gas propano,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,03-Inodoro conectado a fosa séptica,,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seguridad alimentaria,01-Si,1-Si,3,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,2,2,2-Semanas,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,02-No,,01-Si,10,4,1-Días,02-No,,,,,,01-Si,4,4,1-Días,02-No,,,,,,01-Si,2,8,1-Días,02-No,,,,,
GHCUES1538,5,01-Si,01-Si,02-No,,,,,,2217020,357,2-Rural,Retalhuleu,2,21087,01-Completa,,,,,,01-Español,02-No,01-Español,4500,,,48840,,,3,01-Propia y totalmente pagada,,03-Block,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,01-Si,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,01-Diario,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Inseguridad alimentaria leve,01-Si,2-No,,,,,,,,,,1-Si,2,40,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,02-Sal de mesa (sal fina),,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,7,15,1-Días,02-No,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,02-No,,,,,,,,,,01-Si,10,15,1-Días,02-No,,,,,,01-Si,2,15,1-Días,02-No,,,,,
GHCUES1539,6,01-Si,01-Si,01-Si,2.067775564047062,,,,,2217020,364,1-Urban,Retalhuleu,6,21087,01-Completa,,,,,,01-Español,02-No,01-Español,36540,,,38040,,,7,04-Cedida/prestada,,03-Block,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,02-No,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,04-Excusado lavable,,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado",02-No observado,Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,7,Inseguridad alimentaria moderada,01-Si,1-Si,4,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,1-Si,2,15,1-Días,02-No,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL1539,1-Si,5,15,1-Días,02-No,,,,,,,,,,,,1-Si,10,15,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,16,4,1-Días,01-Si,01-Si,01-Sin marca,,,,01-Si,12,1,2-Semanas,02-No,,,,,,01-Si,2,3,1-Días,02-No,,,,,
GHCUES1541,1,01-Si,02-No,01-Si,,,11.13110655431806,,6.791119123068126,2217020,1541,1-Urban,Retalhuleu,2,21086,01-Completa,,,,,,01-Español,02-No,01-Español,55920,,,57120,,,3,04-Cedida/prestada,,07-Lepa/palo/caña,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,05-Casa improvisada,,1,1,01-Si,2,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,"01-La botan al patio, quebrada, río, lote",,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,Yes,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,10,Inseguridad alimentaria moderada,01-Si,1-Si,1,1,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,4,15,1-Días,01-Si,01-Si,02-Marca nacional,DON JUSTO CABAL,,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21230,03-No hay lista,03-No hay lista,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,01-Si,GHAZUC1541,01-Si,10,8,2-Semanas,02-No,,,,,,01-Si,4,1,2-Semanas,02-No,,,,,,02-No,,,,,,,,,
GHCUES1542,5,02-No,02-No,01-Si,,,,,,2217020,380,2-Rural,Retalhuleu,1,21086,01-Completa,,,,,,01-Español,02-No,01-Español,46919.99999999999,,,47460.00000000001,,,2,01-Propia y totalmente pagada,,04-Lámina,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,05-Casa improvisada,,1,1,01-Si,1,02-No,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,01-Si,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,7,Inseguridad alimentaria moderada,01-Si,1-Si,1,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,3,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,4,15,1-Días,02-No,,,,,,01-Si,3,4,1-Días,02-No,,,,,,01-Si,2,15,1-Días,02-No,,,,,
GHCUES1543,5,01-Si,02-No,01-Si,1,< 1.0,,,,2217020,375,2-Rural,Retalhuleu,2,21086,01-Completa,,,,,,01-Español,02-No,01-Español,41460,,,42540,,,5,01-Propia y totalmente pagada,,05-Madera,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,01-Si,2,01-Si,01-Privado,04-Leña,,05-Pozo mecánico/manual (brocal),,02-Fuera de la casa en el patio o lote,,02-Privado,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Inseguridad alimentaria leve,01-Si,1-Si,1,15,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL1543,2-No,,,,,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,1-Si,1,2,1-Días,02-No,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,6,5,1-Días,02-No,,,,,,01-Si,4,5,1-Días,02-No,,,,,,02-No,,,,,,,,,
